episode_title,episode_date,length_minutes,n_episodes,title,author,frequency
"02/01 – Impacto da Bateria, Personalização, IanoMoney e muito mais",2019-01-03,14,250,CocaTech,Gustavo Faria,Daily podcast
"28/12 – Regras do Facebook, Tela Sonora, RAD e muito mais",2018-12-28,15,250,CocaTech,Gustavo Faria,Daily podcast
"27/12 – Rolagem Lateral, PNSI, Dog ID e muito mais",2018-12-27,15,250,CocaTech,Gustavo Faria,Daily podcast
"26/12 – 2018, Roubo de Identidade, iPad Torto e muito mais",2018-12-27,16,250,CocaTech,Gustavo Faria,Daily podcast
"21/12 – e-CNH, Facecoin, Natal e muito mais",2018-12-21,18,250,CocaTech,Gustavo Faria,Daily podcast
"20/12 – Twitter para Android, Dia de Timóteo , Ponto Branco e muito mais",2018-12-20,12,250,CocaTech,Gustavo Faria,Daily podcast
"19/12 – Facebook, Torto, Túnel e muito mais",2018-12-19,20,250,CocaTech,Gustavo Faria,Daily podcast
"18/12 – Bateria, Safe Cities, Cãocelamento de Ruído e muito mais",2018-12-18,21,250,CocaTech,Gustavo Faria,Daily podcast
"17/12 – Museu Nacional, Gamer, Fotos Não Postadas e muito mais",2018-12-17,22,250,CocaTech,Gustavo Faria,Daily podcast
"14/12 – Inovação, Connect, Diagonal e muito mais",2018-12-17,18,250,CocaTech,Gustavo Faria,Daily podcast
"13/12 – Face ID, Dados Não Decidem, Confiança e muito mais",2018-12-13,20,250,CocaTech,Gustavo Faria,Daily podcast
"12/12 – NuDébito, China, Infinity Blade e muito mais",2018-12-12,14,250,CocaTech,Gustavo Faria,Daily podcast
Tela de iPhone/iPad Desgasta?!,2018-12-11,6,250,CocaTech,Gustavo Faria,Daily podcast
"11/12 – Mensagem de Voz, Tudo Sobre Todos, eOlimpíadas e muito mais",2018-12-11,15,250,CocaTech,Gustavo Faria,Daily podcast
"10/12 – Edge Extension, CloudMagic Comprada, Era da Informação e muito mais",2018-12-10,16,250,CocaTech,Gustavo Faria,Daily podcast
"07/12 – Gutenberg, 22 Anos, 98mil HD’s e muito mais",2018-12-07,16,250,CocaTech,Gustavo Faria,Daily podcast
"06/12 – NuDébito, 802.11ay, ECG e muito mais",2018-12-06,10,250,CocaTech,Gustavo Faria,Daily podcast
A Melhor Coisa Para Fazer com R$ 150,2018-12-05,7,250,CocaTech,Gustavo Faria,Daily podcast
"05/12 – Armação Esperta, 855, Desconto Fixo e muito mais",2018-12-05,18,250,CocaTech,Gustavo Faria,Daily podcast
"04/12 – Chromium, SFW, Fundo Greve e muito mais",2018-12-04,17,250,CocaTech,Gustavo Faria,Daily podcast
"03/12 – AirPods 2, Jogatina, Audíveis e muito mais",2018-12-03,19,250,CocaTech,Gustavo Faria,Daily podcast
"30/11 – Pagamento em Nudes, Empoeiramento, Usos do iPad e muito mais",2018-11-30,19,250,CocaTech,Gustavo Faria,Daily podcast
"29/11 – XR Pop, Dia da Compra, Luz Branca e muito mais",2018-11-29,19,250,CocaTech,Gustavo Faria,Daily podcast
"28/11 – Quebrou a Internet, DriveSavers, 120h e muito mais",2018-11-28,21,250,CocaTech,Gustavo Faria,Daily podcast
Como Instalar o macOS Mojave em Macs Antigos,2018-11-27,2,250,CocaTech,Gustavo Faria,Daily podcast
"27/11 – M$, Monopólio, 16 Câmeras e muito mais",2018-11-27,17,250,CocaTech,Gustavo Faria,Daily podcast
"26/11 – CiberSegurança, Gosto Ruim, 6 Câmeras e muito mais",2018-11-26,19,250,CocaTech,Gustavo Faria,Daily podcast
Dicas de Aplicativos para a #BlackFriday,2018-11-23,2,250,CocaTech,Gustavo Faria,Daily podcast
"23/11 – 2 Anúncios, Patinho Amarelo, Teslaquila e muito mais",2018-11-23,16,250,CocaTech,Gustavo Faria,Daily podcast
"22/11 – Hey Siri Ok Google, Vazamentos, Privacidade e muito mais",2018-11-22,19,250,CocaTech,Gustavo Faria,Daily podcast
iPad Pro Substitui o Computador?,2018-11-21,12,250,CocaTech,Gustavo Faria,Daily podcast
"21/11 – Black Friday, Podcast Creator, Kg e muito mais",2018-11-21,20,250,CocaTech,Gustavo Faria,Daily podcast
"4G BR do iPhone XS na Banda 28, faz diferença? #falecomococa",2018-11-15,2,250,CocaTech,Gustavo Faria,Daily podcast
TODOS Dispositivos HomeKit Existentes,2018-11-14,2,250,CocaTech,Gustavo Faria,Daily podcast
"14/11 – Spotify no Relógio, eSim Vivo, 150 minutos e muito mais",2018-11-14,19,250,CocaTech,Gustavo Faria,Daily podcast
Biblioteca de Templates,2018-11-13,3,250,CocaTech,Gustavo Faria,Daily podcast
"13/11 – Ho Ho Ho, HTTP/3, Anel de Brilhante e muito mais",2018-11-13,16,250,CocaTech,Gustavo Faria,Daily podcast
Vai um Bundle à la carte para dar um boost na sua produtividade?,2018-11-12,3,250,CocaTech,Gustavo Faria,Daily podcast
"12/11 – Recalls, Single’s Day, Inovação e muito mais",2018-11-12,17,250,CocaTech,Gustavo Faria,Daily podcast
"17.000 Fotos no Flickr Gratuito, Devo Assinar? #falecomococa",2018-11-09,7,250,CocaTech,Gustavo Faria,Daily podcast
"09/11 – 11/11, Invasão nas Urnas Eletrônicas, XRXS BR e muito mais",2018-11-09,16,250,CocaTech,Gustavo Faria,Daily podcast
"Bluetooth, Alegria ou Sofrência?",2018-11-08,3,250,CocaTech,Gustavo Faria,Daily podcast
"08/11 – SmartOrigami, Bonito, Nest e muito mais.",2018-11-08,14,250,CocaTech,Gustavo Faria,Daily podcast
"07/11 – MeioTecnoBitBlog, Bem-Estar, Fazenda de Mac Mini e muito mais",2018-11-07,17,250,CocaTech,Gustavo Faria,Daily podcast
Lightning vs. USB-C,2018-11-06,7,250,CocaTech,Gustavo Faria,Daily podcast
"06/11 – Profissão YouTuber, PortSmash, AirPods 2 e muito mais",2018-11-06,14,250,CocaTech,Gustavo Faria,Daily podcast
"05/11 – Controle de Dados, Aumentou, e-Bike e muito mais",2018-11-05,22,250,CocaTech,Gustavo Faria,Daily podcast
"01/11 – Q, He, MCTIC e muito mais",2018-11-01,19,250,CocaTech,Gustavo Faria,Daily podcast
"31/10 – iPad Pro, Mac Mini, MacBook Air e muito mais",2018-10-31,24,250,CocaTech,Gustavo Faria,Daily podcast
"30/10 – Facêxodo, Saravá, Filme Velho e muito mais",2018-10-30,17,250,CocaTech,Gustavo Faria,Daily podcast
"29/10 – Campanha 2.0, There’s More In The Making, AutoPilot e muito mais",2018-10-29,17,250,CocaTech,Gustavo Faria,Daily podcast
"26/10 – MSFT Top2, TWTR Rentável, AMZN Confiável e muito mais",2018-10-26,13,250,CocaTech,Gustavo Faria,Daily podcast
O Melhor Suporte Automotivo,2018-10-25,5,250,CocaTech,Gustavo Faria,Daily podcast
"25/10 – Complexo Industrial de Dados, iPhone BR, $Tesla e muito mais",2018-10-25,16,250,CocaTech,Gustavo Faria,Daily podcast
"24/10 – Sem Internet, Bordinhas, Profissional Uber e muito mais",2018-10-24,18,250,CocaTech,Gustavo Faria,Daily podcast
"23/10 – Chama o Procon, Humaniza, iPhone XR3 e muito mais",2018-10-23,18,250,CocaTech,Gustavo Faria,Daily podcast
"22/10 – Dia do Podcast, Horário de Verão, Tela Desmanchando e muito mais",2018-10-22,16,250,CocaTech,Gustavo Faria,Daily podcast
"19/10 – Tem Mais no Forno, Modo Escuro, TextNow e muito mais",2018-10-19,17,250,CocaTech,Gustavo Faria,Daily podcast
Como Gravar a Tela Nativamente Como Se Fosse Tirar Print #Mojave,2018-10-16,1,250,CocaTech,Gustavo Faria,Daily podcast
"16/10 – Horário de Verão, Photoshop no iPad, WatchFaces e muito mais",2018-10-16,14,250,CocaTech,Gustavo Faria,Daily podcast
A Imortalidade,2018-10-16,6,250,CocaTech,Gustavo Faria,Daily podcast
"15/10 – Vazamento do Facebook, Mundo Perfeito, Case Transparente e muito mais",2018-10-15,16,250,CocaTech,Gustavo Faria,Daily podcast
"11/10 – 4 Olhos, Novos iPads, Spotify e muito mais",2018-10-12,15,250,CocaTech,Gustavo Faria,Daily podcast
Como Remover a Miniatura Flutuante na Hora do Print #Mojave,2018-10-10,3,250,CocaTech,Gustavo Faria,Daily podcast
"10/10 – Pixel 3, Pixel Slate, Home Hub e muito mais",2018-10-10,15,250,CocaTech,Gustavo Faria,Daily podcast
"09/10 – Novo iPad, xCloud, Papel Higiênico Vivo e muito mais",2018-10-09,16,250,CocaTech,Gustavo Faria,Daily podcast
"08/10 – Eleições, Espionagem, Wi-Fi 6 e muito mais",2018-10-08,15,250,CocaTech,Gustavo Faria,Daily podcast
"02/10 – iPhone SEs?!, Project Stream, WhatsAds e muito mais",2018-10-02,14,250,CocaTech,Gustavo Faria,Daily podcast
"01/10 – SelfieGate, Facebug, Cartório Blockchain e muito mais",2018-10-01,17,250,CocaTech,Gustavo Faria,Daily podcast
"28/09 – Musk, Nubank, 4 Estrelas e muito mais",2018-09-28,14,250,CocaTech,Gustavo Faria,Daily podcast
"27/09 – Quest, Amarelou, Hackeragem Infantil e muito mais",2018-09-27,14,250,CocaTech,Gustavo Faria,Daily podcast
"26/09 – Meu Desktop, Custo do iPhone, Dex e muito mais",2018-09-26,20,250,CocaTech,Gustavo Faria,Daily podcast
"25/09 – Mojave, Conectividade nos Novos iPhones, MS Ignite e muito mais",2018-09-25,20,250,CocaTech,Gustavo Faria,Daily podcast
"24/09 – Combustão, TV Que Pauta, Androidversário e muito mais",2018-09-24,15,250,CocaTech,Gustavo Faria,Daily podcast
O Que É Esse Tal de Smart HDR dos Novos iPhones,2018-09-22,5,250,CocaTech,Gustavo Faria,Daily podcast
Monte Seu Próprio Bundle,2018-09-21,6,250,CocaTech,Gustavo Faria,Daily podcast
"21/09 – Echos, Chegada dos Novos iPhones, Urnas Eletrônicas e muito mais",2018-09-21,22,250,CocaTech,Gustavo Faria,Daily podcast
"20/09 – Apple Pay no Busão, AMP, 1x-2x do Texto e muito mais",2018-09-20,14,250,CocaTech,Gustavo Faria,Daily podcast
"19/09 – Velhos Novos iPhones, Evernote 2: A Missão, Ontologia de Filmes e muito mais",2018-09-19,18,250,CocaTech,Gustavo Faria,Daily podcast
Como Comprar o 1Password 7 (em vez de assinar),2018-09-19,5,250,CocaTech,Gustavo Faria,Daily podcast
Sincronia entre 1Password e iCloud Keychain (e Demais Gerenciadores de Senhas),2018-09-19,8,250,CocaTech,Gustavo Faria,Daily podcast
1Password vs. iCloud Keychain (vs. Demais Gerenciadores de Senha),2018-09-18,9,250,CocaTech,Gustavo Faria,Daily podcast
Bundle para Mac com 3 Apps Premiums,2018-09-18,3,250,CocaTech,Gustavo Faria,Daily podcast
"18/09 – iOS 12, Tempo, Lua e muito mais",2018-09-18,18,250,CocaTech,Gustavo Faria,Daily podcast
"17/09 – Mestre/Escravo, Monitoramento, Manuais e muito mais",2018-09-17,17,250,CocaTech,Gustavo Faria,Daily podcast
"16/09 – OS 12, watchOS 5, Pré-Venda de iPhones e muito mais",2018-09-17,20,250,CocaTech,Gustavo Faria,Daily podcast
"14/09 – Eletro, Dia do Programador, 10Mil Músicas e muito mais",2018-09-14,20,250,CocaTech,Gustavo Faria,Daily podcast
"13/09 – iPhone Xs, iPhone Xs Max, iPhone XR e Apple Watch Series 4",2018-09-13,29,250,CocaTech,Gustavo Faria,Daily podcast
"11/09 – SAIL, Cervical, Imposto Linkal e muito mais",2018-09-12,18,250,CocaTech,Gustavo Faria,Daily podcast
"12/09 – iPhone Xs, iPhone Xs Max, iPhone Xr, Apple Watch Series 4 e muito mais",2018-09-12,15,250,CocaTech,Gustavo Faria,Daily podcast
"10/09 – Gather Round, Surrupios de Históricos, Elon Mamilusk e muito mais",2018-09-10,13,250,CocaTech,Gustavo Faria,Daily podcast
"Cenário cria condições de melhora econômica no Brasil, mas ainda falta muito'",2019-08-02,5,30,Economia,CBN,Indeterminate
Mim Falei! #22 – Rei Leão,Yesterday,46,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – 020 – Esquentou a Chapa,2019-07-31,58,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 015 – Maracanã,2019-07-30,8,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Pod Isso, Arnaldo? #003 – Neymar é do Barcelona!",2019-07-30,45,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Pod Isso, Arnaldo? #002 – Jesus ou Einstein?",2019-07-26,49,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #21 – O que você faria para invadir a área 51?,2019-07-25,46,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 014 – Lamartine Babo,2019-07-23,6,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 263 – Animais de estimação,2019-07-22,110,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Pod Isso, Arnaldo? #001 – ESTREIA – Luxa envelheceu?!",2019-07-19,58,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #20 – O que é liberado na velhice?,2019-07-18,54,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 013 – Jovem Guarda,2019-07-16,8,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot Wimbledon – Dia 14 – Novak Djokovic!,2019-07-14,53,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot Wimbledon – Dia 13 – SI-MO-NA!!,2019-07-13,35,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot Wimbledon – Dia 12 – Fedal 40 e Djokovic Sobrando,2019-07-12,34,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot Wimbledon – Dia 11: Serena ou Simona?,2019-07-11,41,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #19 – Rolês aleatórios,2019-07-11,49,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Wimbledon – Dia 10 – Semis Definidas!,2019-07-10,69,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Alô Ténica! #77 – A Era de Ouro dos Podcasts – com Cris Dias,2019-07-09,78,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 012 – Jornal da Tarde,2019-07-09,8,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
VOZ OFF 025 – Paulinho Leite,2019-07-09,83,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Wimbledon – Dia 08 – Manic Monday,2019-07-08,82,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Wimbledon – Dia 06 – Talento Puro,2019-07-06,86,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Backhand na Paralela – Dropshot na Paralela Wimbledon – Dia 04 – Ê, Kyrgios…",2019-07-04,86,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #019 – Gente Velha!,2019-07-04,72,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #18 – Melhores e piores desenhos da história,2019-07-04,48,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Wimbledon – Dia 02 – Coco Gauff!,2019-07-02,108,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 011 – Jornais,2019-07-02,6,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Wimbledon – Análise da Chave Feminina,2019-06-30,24,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na paralela – Dropshot na Paralela Wimbledon – Análise da Chave Masculina,2019-06-29,59,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #17 – O que é mais legal que Copa América,2019-06-27,42,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #018 – A Boa de Araguari,2019-06-26,64,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 010 – Cartas de amor,2019-06-26,6,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 019 – Nova Número 1 e Velhos Campeões,2019-06-24,76,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #16 – Vida adulta,2019-06-20,45,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 009 – Imigração Italiana,2019-06-18,7,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 018 – Começou a temporada de grama,2019-06-17,71,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 008 – Conquista da lua,2019-06-12,5,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #15 – Os piores xavecos,2019-06-12,42,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
VOZ OFF 024 – Luiz Fernando Magliocca,2019-06-11,85,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Roland-Garros – 12 vezes Nadal!,2019-06-10,38,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Backhand na Paralela – Dropshot na Paralela Roland-Garros dia 13 – Barty campeã, Djoko marrento.",2019-06-08,72,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Roland-Garros dia 11 – Semifinais definidas!,2019-06-06,57,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #14 – O melhor pior vilão,2019-06-06,42,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 262 – com Leonel Caldela,2019-06-05,130,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Roland-Garros dia 10 – Vem FeDal!,2019-06-04,54,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 007 – Carmen Miranda,2019-06-04,7,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Roland-Garros dia 08,2019-06-02,91,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Roland-Garros dia 06,2019-05-31,62,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #13 – Ditos Populares,2019-05-30,41,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Roland-Garros dia 04,2019-05-29,88,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 006 – Avenida Paulista,2019-05-28,9,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela – Dropshot na Paralela Roland-Garros dia 02,2019-05-27,88,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #12 – Game of Thrones,2019-05-23,48,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 005 – Motown,2019-05-21,10,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 017 – Lá Vem o Nadal!,2019-05-20,89,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 261 – A internet tem que acabar!,2019-05-16,124,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #017 – Dj Rodrigo Midas,2019-05-16,69,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #11 – Teorias da Conspiração,2019-05-16,49,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 004 – Arrelia,2019-05-14,5,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 016 – #GraciasFerru,2019-05-13,86,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #10 – Os piores filmes da sua vida,2019-05-09,49,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 003 – Getúlio Vargas,2019-05-07,5,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
VOZ OFF 023 – Ronam Junqueira,2019-05-07,85,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 015 – Segue o Saibro (e a Política Também),2019-05-06,91,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 260 – com Podcast do Zorra,2019-05-03,115,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #09 – Faustinho Silva,2019-05-02,39,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 002 – The Beatles,2019-04-30,7,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 014 – Começou o Saibro Europeu,2019-04-29,75,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Alô Ténica! #76 – Painel #CPBR12 – Evolução dos podcasts de games,2019-04-25,71,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Jacaré BANcast #016 – Porra, Seu Armando!",2019-04-25,68,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #08 – Vingadores,2019-04-25,45,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Tirando o Pó 001 – Garrincha e Elza Soares,2019-04-23,5,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #07 – Buraco Negro,2019-04-18,40,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 259 – com Camilo Coutinho,2019-04-17,121,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 013 – Despedida de Almagro e o teste da nova Wilson Clash,2019-04-15,70,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #015 – Não Recomendado!,2019-04-15,54,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
VOZ OFF 022 – Sergio Bocca,2019-04-12,93,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #06 – Haters,2019-04-11,40,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #05 – Vizinhos,2019-04-04,36,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 012 – Miami Open,2019-04-01,67,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #04 – Precisamos falar sobre Bettina,2019-03-28,39,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 258 – com Gabriela Viana,2019-03-25,104,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Jacaré BANcast #014 – Desculpa, Rita",2019-03-21,51,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #03 – A volta de Sandy & Junior,2019-03-21,38,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Alô Ténica! #75 – Painel #CPBR12 – Desafios do podcast corporativo,2019-03-18,53,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 011 – A política invade a quadra,2019-03-18,85,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #013 – É Bem Mato Grosso,2019-03-14,61,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #02 – Golden Shower,2019-03-14,33,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 257 – com Rudy Landucci,2019-03-12,116,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
VOZ OFF 021 – Dedé Gomes,2019-03-11,64,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Mim Falei! #01 – Surubão de Noronha,2019-03-07,28,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 010 – Abusados e Talentosos,2019-03-04,108,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #012 – Casa do Carvalho!,2019-02-28,55,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 256 – ESPECIAL 10 ANOS – com Zé Américo,2019-02-26,132,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #011 – Esbórnia o Tempo Todo!,2019-02-21,50,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Alô Ténica! #74 – Painel #CPBR12 – O podcast como negócio,2019-02-20,63,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #010 – Tá Chovendo!,2019-02-19,54,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 009 – Saibro latino-americano,2019-02-18,74,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 255 – com Matheus Ceará,2019-02-12,110,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
VOZ OFF 020 – Hélio Vaccari,2019-02-08,48,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Jacaré BANcast #009 – Bom Dia, Família!",2019-02-07,43,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Backhand na Paralela 008 – A nova Copa Davis e o velho Brasil,2019-02-04,127,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #008 – BanQueta #001 – Jô Soares,2019-01-31,84,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Australian Open 2019 – Dia 14 – DJOKOSMASH,2019-01-27,47,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Dropshot na Paralela – Australian Open 2019 – Dia 13 – NAOM1!,2019-01-26,42,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Dropshot na Paralela – Australian Open 2019 – Dia 12 – Purê de Pouille!,2019-01-25,25,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
"Dropshot na Paralela – Australian Open 2019 – Dia 11 – Naomi, Petra e Rafa!",2019-01-24,40,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Jacaré BANcast #007 – Ói Nóis Aqui Tra Veis!,2019-01-24,44,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
Dropshot na Paralela – Australian Open 2019 – Eramos Quatro,2019-01-23,53,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
RADIOFOBIA 254 – com Marcio Ballas,2019-01-23,114,572,Rádiofobia Podcast Network,Rádiofobia Podcast Network,Daily podcast
